"UploadDate","Counties__Name","Counties__Jurisdictions__Name","Counties__Jurisdictions__VotingInformation__ClerkAddress__Address1","Counties__Jurisdictions__VotingInformation__ClerkAddress__Address2","Counties__Jurisdictions__VotingInformation__ClerkAddress__City","Counties__Jurisdictions__VotingInformation__ClerkAddress__Zip","Counties__Jurisdictions__VotingInformation__ClerkHours","Counties__Jurisdictions__VotingInformation__Dropboxes__Address","Counties__Jurisdictions__VotingInformation__Dropboxes__City","Counties__Jurisdictions__VotingInformation__Dropboxes__Zip","Counties__Jurisdictions__VotingInformation__Dropboxes__DropoffHours","Counties__Jurisdictions__VotingInformation__Dropboxes__Notes","Counties__Jurisdictions__VotingInformation__Dropboxes__In/Out"
"1603906894228","Genesee","Flint Township","1490 S. Dye Road","","Flint Township","48532","M - Th: 8:00AM - 5:30PM","1490 S Dye Rd","Flint","48532","24/7","There are two drop boxes outside.","Outdoors"
"1603906894228","Genesee","Flint Township","1490 S. Dye Road","","Flint Township","48532","M - Th: 8:00AM - 5:30PM","1490 S Dye Rd","Flint","48532","8A - 5:30P, M-Th","","Indoors"
"1603906894228","Genesee","Flushing City","725 E Main Street","","Flushing","48433","M - Fr: 9:00AM - 4:30PM","725 E Main St","Flushing","48433","24/7","In the circle driveway, with yellow lettering which reads ""Drop Box"" above it.","Outdoors"
"1603906894228","Genesee","Flushing City","725 E Main Street","","Flushing","48433","M - Fr: 9:00AM - 4:30PM","725 E Main St","Flushing","48433","24/7","Next to the main entrance door to the building, attached to the wall.","Outdoors"
"1603906894228","Genesee","Flushing Township","6524 N. Seymour","","Flushing Township","48433","M - Th: 8:00AM - 6:00PM","6524 N. Seymour Rd.","Flushing","48433","24/7","","Outdoors"
"1603906894228","Genesee","Forest Township","130 E Main St","","Otisville","48423","M - Fr: 9:00AM - 12:00PM AND 1:00PM - 4:00PM","130 E Main St","Otisville","48423","24/7","Outside main doors to building.","Outdoors"
"1603906894228","Genesee","Gaines Township","9255 Grand Blanc Rd","","Gaines","48436","","9255 Grand Blanc Rd","Gaines","48436","24/7","Outside front door","Outdoors"
"1603906894228","Genesee","Genesee Township","G-7244 N. Genesee Rd","","Genesee","48437","M - Fr: 9:00AM - 5:00PM","7244 N. Genesee Rd","Genesee","48437","24/7","In parking lot.","Outdoors"
"1603906894228","Genesee","Grand Blanc City","203 E Grand Blanc Rd","","Grand Blanc","48439","M - Fr: 8:00AM - 5:00PM","203 E Grand Blanc Rd","Grand Blanc","48439","24/7","","Outdoors"
"1603906894228","Genesee","Grand Blanc Township","5371 S. Saginaw Street","","Grand Blanc","48480","M - Fr: 8:00AM - 5:00PM","5371 S. Saginaw Street","Grand Blanc","48439","24/7","Drive-up ""tan mailbox"" near the front door and a drop box on the front door of the township hall.","Outdoors"
"1603906894228","Genesee","Linden City","132 E Broad St","","Linden","48451","M - Th: 8:00AM - 12:30PM AND 1:30PM - 5:00PM; Fr: 8:00AM - 1:00PM","132 E Broad","Linden","48451","24/7","Currently in rear of building, adding one more at the front of the building","Outdoors"
"1603906894228","Genesee","Montrose Township","11444 N. Seymour Rd","","Montrose Township","48457","","11444 N Seymour Rd","Montrose","48457","24/7","","Outdoors"
"1603906894228","Genesee","Mount Morris Township","11649 N. Saginaw St","","Mount Morris Township","48458","M - Fr: 8:00AM - 12:00PM AND 1:00PM - 5:00PM","5447 Bicentennial Dr.","Mt. Morris","48458","24/7","","Outdoors"
"1603906894228","Genesee","Mundy Township","3478 Mundy Ave","","Swartz Creek","48473","M - Th: 8:00AM - 6:00PM","3478 Mundy Ave","Swartz Creek","48473","24/7","","Outdoors"
"1603906894228","Genesee","Mundy Township","3478 Mundy Ave","","Swartz Creek","48473","M - Th: 8:00AM - 6:00PM","3478 Mundy Ave","Swartz Creek,","48473","8A - 6P, M-Th","","Indoors"
"1603906894228","Genesee","Mundy Township","3478 Mundy Ave","","Swartz Creek","48473","M - Th: 8:00AM - 6:00PM","3478 Mundy Ave","Swatz Creek","48473","24/7","","Outdoors"
"1603906894228","Genesee","Mundy Township","3478 Mundy Ave","","Swartz Creek","48473","M - Th: 8:00AM - 6:00PM","3478 Mundy Ave","Swartz Creek","48473","8A - 6P, M - Th","","Indoors"
"1603906894228","Genesee","Richfield Township","5381 N. State Road","","Davison","48423","M - Th: 9:00AM - 5:00PM","5381 N. State Rd","Davison, MI","48423","9A - 5P, M - Th","","Outdoors"
"1603906894228","Genesee","Swartz Creek City","8083 Civic Dr","","Swartz Creek","48473","M, W: 8:00AM - 12:30PM; T, Th: 12:00PM - 4:30PM","8083 Civic Drive","Swartz Creek","48473","24/7","Alongside the driveway.","Outdoors"
"1603906894228","Genesee","Thetford Township","4014 E. Vienna Road","","Clio","48420","M - Th: 8:00AM - 5:00PM","4014 E Vienna Rd","Clio","48420","24/7","","Outdoors"
"1603906894228","Genesee","Vienna Township","3400 W. Vienna Road","","Clio","48420","M - Th: 8:00AM - 5:00PM","3400 W. Vienna Road","Clio","48420","24/7","","Outdoors"
"1603906894228","Gladwin","Buckeye Township","2490 S. River Rd","","Beaverton","48612","","2490 S. River Rd","Beaverton","48612","24/7","SE corner of house at the end of the porch. Please make sure to raise the flag on the box.","Outdoors"
"1603906894228","Gladwin","Butman Township","5005 N. Hockaday","","Gladwin","48624","M, W, Fr: 9:00AM - 4:00PM","5005 N. Hockaday","Gladwin","48624","24/7","","Outdoors"
"1603906894228","Gladwin","Clement Township","1497 E M-30","","ALGER","48624","By appointment","1497 E M-30","ALGER","48610","24/7","","Outdoors"
"1603906894228","Gladwin","Grout Township","249 North Grout Road","","Gladwin","48624","","249 North Grout Road","Gladwin","48624","24/7","","Outdoors"
"1603906894228","Gladwin","Hay Township","1220 E. Highwood Rd","","Beaverton","48612","","1220 E. Highwood Rd.","Beaverton","48612","24/7","","Indoors"
"1603906894228","Gladwin","Hay Township","1220 E. Highwood Rd","","Beaverton","48612","","1220 E. HIghwood Rd.","Beaverton","48612","24/7","","Outdoors"
"1603906894228","Gladwin","Sage Township","1831 Pratt Lake Rd","","Gladwin","48624","","1831 Pratt Lake Rd.","Gladwin","48624","24/7","","Indoors"
"1603906894228","Gladwin","Secord Township","1507 Secord Dam Rd","","Gladwin","48624","","1507 Secord Dam Rd","Gladwin","48624","24/7","","Outdoors"
"1603906894228","Gogebic","Bessemer City","411 S Sophie St","","Bessemer","49911","M - Fr: 8:00AM - 4:00PM","411 S. Sophie St","Bessemer","49911","24/7","","Outdoors"
"1603906894228","Gogebic","Bessemer Township","N10338 Mill St","","Ramsay","49959","W: 5:00PM - 8:00PM, By appointment","N10338 Mill St.","Ramsay","49959","24/7","","Outdoors"
"1603906894228","Gogebic","Ironwood City","213 S. Marquette St","","Ironwood","49938","M - Fr: 7:30AM - 4:00PM","213 S. Marquette St.","Ironwood","49938","24/7","The box is located in the front of the building and states ""CITY OF IRONWOOD DROP BOX""","Outdoors"
"1603906894228","Grand Traverse","Acme Township","6042 Acme Rd","","Williamsburg","49690","By appointment","6042 Acme Road","Williamsburg","49690","24/7","","Outdoors"
"1603906894228","Grand Traverse","Blair Township","2121 County Road 633","","Grawn","49637","T-Fr: 7:30AM - 6:00PM","2121 County Road 633","Grawn","49637","24/7","","Outdoors"
"1603906894228","Grand Traverse","East Bay Township","1965 Three Mile Road N","","Traverse City","49696","M - Th: 7:00AM - 5:30PM","1965 N Three Mile Road","Traverse City","49684","24/7","Outside drive-up drop box and a walk-up drop off slot in our front entrance.","Outdoors"
"1603906894228","Grand Traverse","Garfield Township","3848 Veterans Drive","","Traverse City","49684","M - Th: 7:30AM - 6:00PM","3848 Veterans Drive","Traverse City","49684","24/7","Drive-up drop box and one located outside front door.","Outdoors"
"1603906894228","Grand Traverse","Long Lake Township","8870 North Long Lake Rd","","Traverse City","49685","T - Fr: 8:00AM - 12:00PM AND 1:00PM - 5:30PM","8870 North Long Lake Rd.","Traverse City","49684","24/7","","Outdoors"
"1603906894228","Grand Traverse","Mayfield Township","2991 West Center","","Kingsley","49649","By appointment","2991 West Center","Kingsley","49649","24/7","Mailbox is also the drop box","Outdoors"
"1603906894228","Grand Traverse","Paradise Township","2300 E. M-113","","Kingsley","49649","T - Fr: 8:30AM - 5:00PM","2300 E. M-113","Kingsley","49649","24/7","","Outdoors"
"1603906894228","Grand Traverse","Peninsula Township","13235 Center Rd","","Traverse City","49686","M - Th: 7:30AM - 6:30PM","13235 Center Rd","Traverse City","49684","24/7","","Outdoors"
"1603906894228","Grand Traverse","Traverse City","400 Boardman Ave.","","Traverse City","49684","M - Fr: 8:00AM - 4:00PM","400 Boardman Ave.","Traverse City","49684","24/7","Near exit to parking lot.","Outdoors"
"1603906894228","Grand Traverse","Whitewater Township","5777 Vinton Rd","","Williamsburg","49690","","5777 Vinton Rd","Williamsburg","49690","24/7","","Outdoors"
"1603906894228","Gratiot","Alma City","525 E. Superior Street","","Alma","48801","M - Fr: 8:00AM - 12:00PM AND 1:00PM - 5:00PM","500 E. Superior Street","Alma","48801","24/7","Drop box is accessible by drive-thru at the Alma Public Library.","Outdoors"
"1603906894228","Gratiot","Alma City","525 E. Superior Street","","Alma","48801","M - Fr: 8:00AM - 12:00PM AND 1:00PM - 5:00PM","525 E. Superior Street","Alma","48801","24/7","","Outdoors"
"1603906894228","Gratiot","Arcada Township","3290 W. Tyler Rd.","","Alma","48801","","3290 W. Tyler Rd.","Alma","48801","24/7","Mounted outside Township Hall","Outdoors"
"1603906894228","Gratiot","Bethany Township","9958 North Blair Rd","","Breckenridge","48880","","9958 North Blair Rd","Breckenridge","48615","24/7","","Outdoors"
"1603906894228","Gratiot","Elba Township","109 W. Oak St.","","Ashley","48806","","109 W. Oak St.","Ashley","48806","24/7","","Outdoors"
"1603906894228","Gratiot","Ithaca City","129 W Emerson St","","Ithaca","48847","","129 W EMERSON ST","ITHACA","48847","24/7","","Outdoors"
"1603906894228","Gratiot","Newark Township","3239 S Begole Rd","","Ithaca","48847","","3239 S Begole Rd","Ithaca","48847","24/7","Small white box","Outdoors"
"1603906894228","Gratiot","Pine River Township","1453 W.Monroe Rd","","St. Louis","48880","","1495 W Monroe Rd","St Louis","48880","24/7","","Outdoors"
"1603906894228","Gratiot","Sumner Township","8644 W. Polk Rd","","Sumner","48889","By appointment","8644 W Polk Rd","Sumner","48889","24/7","","Outdoors"
"1603906894228","Gratiot","Washington Township","7338 S Crapo Rd","","Ashley","48806","","7338 S Crapo Rd","Ashley","48806","24/7","","Outdoors"
"1603906894228","Gratiot","Wheeler Township","8510 E. Monroe Rd","","Wheeler","48662","T - Fr: 9:00AM - 2:00PM","8510 E Monroe Rd","Wheeler","48662","24/7","","Outdoors"
"1603906894228","Hillsdale","Allen Township","139 W. Chicago Rd","","Allen","49227","","139 W. Chicago Rd","Allen","49227","24/7","","Outdoors"
"1603906894228","Hillsdale","Fayette Township","211 North Street","","Jonesville","49250","By appointment","211 North Street","Jonesville","49250","24/7","Mail slot in front door of township building.","Outdoors"
"1603906894228","Hillsdale","Hillsdale City","97 N. Broad St","","Hillsdale","49242","M - Th: 8:00AM - 12:00PM AND 1:00PM - 5:00PM","97 N. Broad Street","Hillsdale","49242","24/7","","Outdoors"
"1603906894228","Hillsdale","Jefferson Township","2837 Bird Lake Rd","","Osseo","49266","","2837 Bird Lake Rd","Osseo","49266","24/7","","Outdoors"
"1603906894228","Hillsdale","Jonesville City","265 E. Chicago Street","","Jonesville","49250","M - Fr: 8:00AM - 4:30PM","265 E. Chicago St.","Jonesville","49250","24/7","Multipurpose drop box.","Outdoors"
"1603906894228","Hillsdale","Pittsford Township","4815 S. Second St.","","Pittsford","49271","By appointment","4815 S Second St.","Pittsford","49271","24/7","","Outdoors"
"1603906894228","Hillsdale","Reading City","113 S. Main Street","","Reading","49274","M - Th: 8:00AM - 12:00PM AND 1:00PM - 5:00PM","113 S. Main Street","Reading","49274","24/7","","Outdoors"
"1603906894228","Hillsdale","Reading Township","5355 S Edon Rd","","Reading","49247","By appointment","5355 Edon Rd","Reading","49274","24/7","","Outdoors"
"1603906894228","Hillsdale","Scipio Township","7600 Dobson Rd","","Jonesville","49250","","7600 Dobson Rd","Jonesville","49250","24/7","","Outdoors"
"1603906894228","Hillsdale","Somerset Township","12715 E. Chicago Rd","","Somerset Center","49282","M: 9:00AM - 12:00PM AND 1:00PM - 5:00PM; W: 1:00PM - 5:00PM, Th: 9:00AM - 12:00PM","12715 E Chicago Rd.","Somerset Center","49282","24/7","Locked library book drop box inside the Front door to the township office.","Indoors"
"1603906894228","Hillsdale","Woodbridge Township","12580 Frontier Rd","","Camden","49232","","2250 E Montgomery Road","Hillsdale","49242","24/7","","Outdoors"
"1603906894228","Houghton","Adams Township","17104 First St  Baltic","","Baltic","49963","","17104 First St  Baltic","Baltic","49963","24/7","Retail Water Department Drop Box On Door","Indoors"
"1603906894228","Houghton","Chassell Township","37915 Klingville Rd","","Chassell","49916","M, W: 10:00AM - 3:00PM","41950 Willson Memorial Dr.","CHASSELL","49916","24/7","","Outdoors"
"1603906894228","Houghton","Franklin Township","49850 US Hwy 41","","Hancock","49930","By appointment","49850 US Hwy 41","Hancock","49930","24/7","","Outdoors"
"1603906894228","Houghton","Hancock City","399 Quincy Street","","Hancock","49930","M - Fr: 8:00AM - 5:00PM","399 Quincy St","Hancock","49930","24/7","","Outdoors"
"1603906894228","Houghton","Hancock Township","52731 State Highway M203","","Hancock","49930-9624","","54660 Hwy M203","Hancock","49930","24/7","Below outdoors bulletin board","Outdoors"
"1603906894228","Houghton","Houghton City","616 Shelden Avenue","","Houghton","49931","","616 Shelden Avenue","Houghton","49931","24/7","In walkway by police station","Outdoors"
"1603906894228","Houghton","Osceola Township","48545 Main Street","","Dollar Bay","49922","M, W: 9:00AM - 12:00PM","48545 Main Street","Dollar Bay","49922","24/7","","Outdoors"
"1603906894228","Houghton","Portage Township","47240 Green Acres Road","","Houghton","49931","","47240 Green Acres Rd","Houghton","49931","24/7","Accessible from outside office.","Indoors"
"1603906894228","Houghton","Stanton Township","50960 Canal Rd","","Houghton","49931","M, Fr: 9:00AM - 5:00PM","50960 Canal Rd","Houghton","49931","24/7","","Outdoors"
"1603906894228","Houghton","Torch Lake Township","52235 Duncan Ave","","Hubbell","49934","M, T, Th: 9:00AM - 12:00PM","52235 Duncan Ave","Hubbell","49934","24/7","Mail slot on the inside of the door","Indoors"
"1603906894228","Huron","Bingham Township","2241 Pierce St","","Ubly","48475","By appointment","2241 PIERCE ST.","UBLY","48475","24/7","Located in the door to the hall.","Outdoors"
"1603906894228","Huron","Bloomfield Township","4500 Filion Rd","","Port Hope","48468","","3228 McDonald Road","Port Hope","48468","24/7","","Outdoors"
"1603906894228","Huron","Colfax Township","177 N. Barrie Rd","","Bad Axe","48413","","177 N Barrie Road","Bad Axe","48413","24/7","","Outdoors"
"1603906894228","Huron","Hume Township","115 Port Crescent Rd","","Port Austin","48467","","115 Port Crescent Road","Port Austin","48467","24/7","Mailbox right next to house.","Outdoors"
"1603906894228","Huron","Lake Township","4988 W. Kinde Rd","","Caseville","48725","M, W, Fr: 10:00AM - 2:00PM","4988 W Kinde Rd","Caseville","48725","24/7","","Indoors"
"1603906894228","Huron","Mckinley Township","2701 Sturm Rd","","Pigeon","48755","","2701 Sturm Rd","Pigeon","48755","24/7","","Outdoors"
"1603906894228","Huron","Port Austin Township","8751 N Hellems Road","","Port Austin","48467","M, T, Th, Fr: 10:00AM - 3:00PM","8751 N Hellems Road","Port Austin","48467","24/7","","Outdoors"
"1603906894228","Huron","Rubicon Township","3195 N Lakeshore Rd","","Port Hope","48468","","3195 N Lakeshore Rd","Port Hope","48468","24/7","","Outdoors"
"1603906894228","Huron","Sebewaing Township","14 E. Sharpsteen St","","Sebewaing","48759","","14 E Sharpsteen St.","Sebewaing","48759","24/7","","Outdoors"
"1603906894228","Huron","Verona Township","1608 Learman Road","","Bad Axe","48413","","1608 Learman Road","Bad Axe","48413","24/7","Black box outside the garage","Outdoors"
"1603906894228","Ingham","Alaiedon Township","2021 W. Holt Road","","Mason","48854","M: 10:00AM - 5:00PM, T-Fr: 10:00AM - 4:00PM","2021 W Holt Rd","Mason","48854","24/7","","Outdoors"
"1603906894228","Ingham","Aurelius Township","1939 South Aurelius Road","","Mason","48854","T - Fr: 10:00AM - 3:00PM","1939 S Aurelius Rd","Mason","48854","24/7","","Outdoors"
"1603906894228","Ingham","Delhi Township","2074 Aurelius Road","","Holt","48842","M - Fr: 8:00AM - 5:00PM","2074 Aurelius Road","Holt","48842","24/7","","Outdoors"
"1603906894228","Ingham","East Lansing City","410 Abbot Rd","Room 100","East Lansing","48823","M - Fr: 9:00AM - 5:00PM. Expanded hours - Sat (Oct 17th & 24th) from 10:00AM - 2:00PM. Sat (October 31st) from 8:00AM - 4:00PM and Sunday (Nov 1st) from 8:00AM - 4:00PM","1800 E State Rd","East Lansing","48906","24/7","","Outdoor"
"1603906894228","Ingham","East Lansing City","410 Abbot Rd","Room 100","East Lansing","48823","M - Fr: 9:00AM - 5:00PM. Expanded hours - Sat (Oct 17th & 24th) from 10:00AM - 2:00PM. Sat (October 31st) from 8:00AM - 4:00PM and Sunday (Nov 1st) from 8:00AM - 4:00PM","410 Abbot Road","East Lansing","48823","24/7","","Outdoors"
"1603906894228","Ingham","East Lansing City","410 Abbot Rd","Room 100","East Lansing","48823","M - Fr: 9:00AM - 5:00PM. Expanded hours - Sat (Oct 17th & 24th) from 10:00AM - 2:00PM. Sat (October 31st) from 8:00AM - 4:00PM and Sunday (Nov 1st) from 8:00AM - 4:00PM","592 N Shaw Ln","East Lansing","48824","24/7","MSU-CATA Transportation Center","Outdoors"
"1603906894228","Ingham","Ingham Township","1420 Johnson St","","Dansville","48819","","1420 Johnson St","Dansville","48819","24/7","South side of building","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","120 E. Shiawassee St","Lansing","48933","24/7","Fire Station No. 1","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","1220 W Kalamazoo St","Lansing","48915","24/7","Letts Community Center","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","124 W Michigan Ave","Lansing","48933","24/7","","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","1435 E Miller Rd","Lansing","48911","24/7","Fire Station No. 4","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","1709 E. Mt Hope Ave","Lansing","48910","24/7","Mount Hope Cemetery","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","200 N Foster","Lansing","48912","24/7","Foster Community Center","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","2114 N Grand River Ave","Lansing","48906","24/7","Fire Station No. 2","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","2400 Hall St","Lansing","48906","24/7","Gier Community Center","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","2500 S. Washington Ave","Lansing","48910","24/7","SWOC Building","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","420 S. Grand Ave","Lansing","48933","24/7","CATA Transit Station","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","4615 Tranter St","Lansing","48910","24/7","CATA Headquarters","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","5135 Pleasant Grove Rd","Lansing","48911","24/7","Fire Station No. 6","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","520 Glendale Ave","Lansing","48910","24/7","Fire Station No. 9","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","5825 Wise Rd","Lansing","48911","24/7","Southside Community Center","Outdoors"
"1603906894228","Ingham","Lansing City","124 W Michigan Ave","9th Floor","Lansing","48933","M - Fr: 8:00AM - 5:00PM. Expanded Hours - Open Wednesday till 7:00 PM, Saturday (Oct 24th) from 10:00AM-2:00PM, Saturday (Oct 31st) from 10:00AM - 10:00PM, Sunday (Nov 1st) from 10:00AM - 10:00PM.","815 Marshall St","Lansing","48912","24/7","Fire Station No. 8","Outdoors"
"1603906894228","Ingham","Lansing Township","3209 W. Michigan Ave","","Lansing","48917","M - Fr: 8:00AM - 5:00PM","3209 W. Michigan Avenue","Lansing","48917","24/7","Adding more drop boxes","Outdoors"
"1603906894228","Ingham","Leroy Township","1685 N M-52","","Webberville","48892","T, W, Fr: 10:00AM - 4:00PM","1685 N M-52","Webberville","48892","24/7","","Outdoors"
"1603906894228","Ingham","Leslie City","602 W Bellevue St","","Leslie","48251","","602 W Bellevue St, PO Box 496","Leslie","49251","24/7","Right next to handicap parking","Outdoors"
"1603906894228","Ingham","Leslie Township","4279 Oak Street","","Leslie","48251","","4279 Oak Street","Leslie","49251","24/7","Right next to front door","Outdoors"
"1603906894228","Ingham","Locke Township","3805 Bell Oak Rd","","Williamston","48895","","3805 Bell Oak Rd","Williamston","48895","24/7","","Outdoors"
"1603906894228","Ingham","Mason City","201 Ash Street","","Mason","48854","M - Th: 9:00AM - 3:00PM","201 W. Ash Street","Mason","48854","24/7","","Outdoors"
"1603906894228","Ingham","Meridian Township","5151 Marsh Rd","","Okemos","48864","M, T, W, Fr: 9:00AM - 4:00PM; Th: 9:00AM - 7:00PM","5151 Marsh Road","Okemos","48864","24/7","","Outdoors"
"1603906894228","Ingham","Meridian Township","5151 Marsh Rd","","Okemos","48864","M, T, W, Fr: 9:00AM - 4:00PM; Th: 9:00AM - 7:00PM","5151 Marsh Road","Okemos","48864","M, T, W, Fr: 9:00AM - 4:00PM; Th: 9:00AM - 7:00PM","","Inside"
"1603906894228","Ingham","Onondaga Township","4756 Baldwin St","","Onondaga","49264","","4756 Baldwin St","Onondaga","49264","24/7","","Outdoors"
"1603906894228","Ingham","Vevay Township","780 Eden Rd","","Mason","48854","M - Fr: 10:00AM - 4:00PM","780 Eden Road","Mason","48854","24/7","East side of building.","Outdoors"
"1603906894228","Ingham","Wheatfield Township","985 E. Holt Road","","Williamston","48895","T, Th: 9:30AM - 3:30PM","985 East Holt Road","Williamston","48895","24/7","","Outdoors"
"1603906894228","Ingham","Williamston City","161 E. Grand River Ave","","Williamston","48895","M - Fr: 8:00AM - 5:00PM","161 E. Grand River Ave.","Williamston","48895","24/7","","Outdoors"
"1603906894228","Ingham","Williamstown Township","4990 Zimmer Rd","","Williamston","48895","T, Th: 10:00AM - 4:00PM; W: 10:00AM - 7:00PM","4990 Zimmer Rd","Williamston","48895","24/7","White mailbox at corner of Zimmer and Germany.","Outdoors"
"1603906894228","Ingham","Williamstown Township","4990 Zimmer Rd","","Williamston","48895","T, Th: 10:00AM - 4:00PM; W: 10:00AM - 7:00PM","4990 Zimmer Rd","Williamston","48895","24/7","Mail slot to the left of the glass double doors, labeled ""Drop Slot""","Outdoors"
"1603906894228","Ionia","Belding City","120 S. Pleasant Street","","Belding","48845","M - Th: 7:00AM - 6:00PM","120 S. Pleasant Street","Belding","48809","24/7","Absent voter apps and ballots may go in box for water bills and taxes.","Outdoors"
"1603906894228","Ionia","Berlin Township","4825 Ainsworth Rd","","Ionia","48846","By appointment","4825 Ainsworth Rd","Ionia","48846","24/7","","Outdoors"
"1603906894228","Ionia","Boston Township","30 N. Center St.","","Saranac","48881","M: 4:00PM - 7:00PM","30 N. Center St.","Saranac","48881","24/7","Slot in office door.","Outdoors"
"1603906894228","Ionia","Campbell Township","331 S. Main St.","","Clarksville","48815","","331 S. Main St.","Clarksville","48815","24/7","","Indoors"
"1603906894228","Ionia","Danby Township","13122 Charlotte Hwy","","Sunfield","48890","","13122 Charlotte Hwy","Sunfield","48890","24/7","","Outdoors"
"1603906894228","Ionia","Lyons Township","104 Prairie st","","Lyons","48851","","104 Prairie st","Lyons","48851","24/7","Mail slot in office door.","Indoors"
"1603906894228","Ionia","Orleans Township","3077 Palmer Rd","","Orleans","48865","","3077 Palmer Road","Orleans","48865","24/7","","Outdoors"
